"ELR_ZONE","ELR","ELR_SYSID","ELR_STARTMILES","End Mileage","ELR_DESCRIPTION","ELR_SUBZONE","ELR_DRNMOD","ELR_STATUS"," ELR_INCLUDE","ELR_SMA","ELR_ELECTRIFICATION"
"QF","MVL3","3410","13.0177","29.1689","STALYBRIDGE STN - HEATON LODGE JN (HUDDERSFIELD-MANCHESTER LINE)(H25)","HFJ6","","","false","",""
"QF","MVL4","3701","28.1716","29.1633","BRADLEY JN - HEATON LODGE EAST JN","HFJ6","","","false","",""
"QF","MVN2","1083","22.1365","50.0691","THORPES BRIDGE JN - NORMANTON (MANCHESTER - NORMANTON LINE)(M8)","HFJ6","","","false","",""
"QF","MWJ","3010","-0.0001","0.0682","MARCHEYS HOUSE JN - WINNING COLLIERY CROSSING JN","HFJ1","","","false","",""
"QF","MWN","6327","107.1510","108.1748","MARSH WEST JNC TO GRIMSBY DOCKS","HFJ4","","","false","",""
"QF","NEC1","3535","0.1321","5.0616","NEWCASTLE - CARLISLE (KING EDWARD BRIDGE STH JN - MILEAGE CHANGE)","HFJ1","","","false","",""
"QF","NEC2","3534","3.1715","58.0000","NEWCASTLE MLGE CHGE - CARLISLE S JN","HFJ1","","","false","",""
"QF","NHM","0","18.0188","19.0418","NEVILL HILL DEPARTURE SIDINGS SERVICING ROADS AND FLUSHING APRON","HFJ6","","","false","",""
"QF","NHM2","0","18.0700","19.0459","NEVILLE HILL RECEPTION,D.M.U. STANDAGE SIDINGS ,REPAIR SHED,H.S.T. AREA","HFJ6","","","false","",""
"QF","NHM3","0","18.1429","18.1455","NEVILLE HILL SDGS","HFJ6","","","false","",""
"QF","NHM4","0","18.1456","18.1485","NEVILLE HILL SDGS ()","HFJ6","","","false","",""
"QF","NLF","3016","-0.0219","1.0930","NORWOOD JN TO LOW FELL","HFJ1","","","false","",""
"QF","NOB3","3709","12.1209","25.0176","NOTTINGHAM(41.25) - BARNETBY(12.55) (REVERSE MILEAGE)","HFJ4","","","false","",""
"QF","NOC","3092","9.0177","23.1262","NORMANTON COLTON JN","HFJ7","","","false","",""
"QF","NOP1","3959","0.0550","3.1511","NORMANBY PARK, THROUGH TO ROXBY STOP BOARD","HFJ4","","","false","",""
"QF","NUJ1","6982","158.1645","159.0726","NUNNERY MAIN LINE JN - NUNNERY JN (MAIN LINE JN - MILEAGE CHANGE)","HFJ4","","","false","",""
"QF","NUJ2","6981","41.1495","42.0638","NUNNERY MAIN LINE JN - NUNNERY JN (MILEAGE CHANGE - NUNNERY JN)","HFJ4","","","false","",""
"QF","NWE","3096","-0.0001","0.0616","NORTON EAST JN - NORTON WEST JN","HFJ1","","","false","",""
"QF","OAJ","3097","48.1669","49.0947","OAKENSHAW SOUTH JN FOR OAKENSHAW JN","HFJ7","","","false","",""
"QF","OSC","0","181.1604","183.0088","OAKENSHAW SOUTH JN FOR CROFTON EAST JN","HFJ7","","","false","",""
"QF","OXO","3262","0.0000","1.0000","OXCROFT OPENCAST","HFJ4","","","false","",""
"QF","PAN","0","0.0000","1.0220","(CLOSED) FORMER FAWCETT ST JN - HENDON JN FOR PALLION BCH (CLOSED 1985)","HFJ6","","","false","",""
"QF","PBS3","3203","143.0683","143.0880","MANSFIELD - LM/ER BOUNDARY","HFJ4","","","false","",""
"QF","PED1","3748","28.0683","29.0286","PENISTONE - DONCASTER (PENISTONE JNC FORMER BARNSLEY JUNCTION)","HFJ4","","","false","",""
"QF","PED2","3099","0.0000","7.1100","PENISTONE - DONCASTER (FORMER BARNSLEY JUNCTION - QUARRY JN)","HFJ4","","","false","",""
"QF","PED4","6331","15.0880","15.1408","PENISTONE - DONCASTER (WATH 13M 33CH - FORMER MEXBOROUGH EAST JCN","HFJ4","","","false","",""
"QF","PED5","3557","15.1408","19.0176","PENISTONE-DONCASTER (FORMER MEXBORO EAST JCN TO DONCASTER SOUTH YORKS JCN)","HFJ4","","","false","",""
"QF","PEF","3098","2.0836","3.0166","FERRYBRIDGE SOUTH JN - PONTEFRACT EAST GOODS JN","HFJ7","","","false","",""
"QF","PEH","3101","0.0880","13.0924","PENISTONE HUDDERSFIELD","HFJ6","","","false","",""
"QF","PHC","6034","-0.0002","1.0636","PRIORY YARD HULL CENTRAL GOODS","HFJ7","","","false","",""
