QD,FRM,47,0,0.0682,"FROME MINERAL LOOP",,1,1,FALSE,,
QD,FRY,48,244.1311,245.0873,"FRIARY BRANCH",,1,0,FALSE,,
QD,FWC,49,4.1446,5.0902,"FILTON WEST CURVE",,1,0,FALSE,,
QD,GCT,50,143.0054,144.011,"(CLOSED) GRANGE COURT & HEREFORD LINE {EX GCH}",,1,1,FALSE,,
QD,GEC,104,8.0985,8.1547,"GREENFORD EAST CURVE",,1,0,FALSE,,
QD,GNY2,51,92.0895,92.1757,"GLOUCESTER NEW YARD (OFF CHL)",,1,0,FALSE,,
QD,GOO,52,287.0847,290.1078,"(CLOSED) GOONBARROW",,1,1,FALSE,,
QD,HAN,105,0,0.0796,"HANWELL LOOP",,1,0,FALSE,,
QD,HED,106,3.0435,3.0498,"HEATHROW EXPRESS DEPOT",,1,0,FALSE,,
QD,HEN,53,31.0046,35.11,"HENLEY-ON-THAMES BRANCH",,1,0,FALSE,,
QD,HIW,107,-0.0088,0.0176,"HIGHWORTH BRANCH (CLOSED BEYOND 1M 0CH)",,1,0,FALSE,,
QD,HLL,108,11.0078,16.0998,"HEATHROW LINK LINE",,1,0,FALSE,,
QD,HLL1,152,12.0641,16.1079,"HEATHROW TERMINAL 4",,1,0,FALSE,,
QD,HLL2,153,12.064,16.0473,"HEATHROW TERMINAL 5",,1,0,FALSE,,
QD,KRS,54,117.1166,117.1716,"(CLOSED) KINGSLAND ROAD SIDINGS",,1,1,FALSE,,
QD,LAN1,55,242.1186,242.1274,"MARSH MILLS BRANCH",,1,0,FALSE,,
QD,LAN2,56,0,31.1474,"(CLOSED) LAUNCESTON BRANCH",,1,1,FALSE,,
QD,LAS,57,243.1188,244.0944,"LAIRA SIDINGS",,1,0,FALSE,,
QD,LDD,58,8.1045,9.0033,"SOUTHALL LOCO. AND DIESEL DEPOT",,1,0,FALSE,,
QD,LIJ,59,8.109,8.1603,"LISKEARD JUNCTION",,1,0,FALSE,,
QD,LIL,60,6.1636,8.1485,"LISKEARD LOOP",,1,0,FALSE,,
QD,LOF,61,277.1185,281.1298,"LOSTWITHIEL AND FOWEY BRANCH",,1,0,FALSE,,
QD,LOO,62,0.0407,7.0438,"LOOE BRANCH",,1,0,FALSE,,
QD,MIN,154,164.1437,165.0341,"MINEHEAD BRANCH (WEST SOMERSET RAILWAY PLC)",,1,0,FALSE,,
QD,MJD,63,0.0301,0.0983,"MARSH JUNCTION DEPOT (DOWN SIDE)",,1,0,FALSE,,
QD,MJU,64,0.0363,0.1417,"MARSH JUNCTION DEPOT (UP SIDE)",,1,0,FALSE,,
QD,MLN,65,213.0924,213.165,"HACKNEY YARD (TO BE KEPT OPERATIONAL)",,1,0,FALSE,,
QD,MLN1,66,0.0068,246.033,"PADDINGTON-BRISTOL-PENZANCE (PADDINGTON - COM PLYMOUTH STN. WEST)",,1,0,FALSE,,
QD,MLN2,67,247.0616,256.0836,"PADDINGTON-BRISTOL-PENZANCE (COM PLYMOUTH STN. WEST - COM ST.GERMANS)",,1,0,FALSE,,
QD,MLN3,68,256.088,305.143,"PADDINGTON-BRISTOL-PENZANCE (COM ST.GERMANS - COM CHACEWATER)",,1,0,FALSE,,
QD,MLN4,69,305.1474,326.1102,"PADDINGTON-BRISTOL-PENZANCE (COM CHACEWATER - PENZANCE)",,1,0,FALSE,,
QD,MLN6,70,118.044,118.0858,"(CLOSED) BRISTOL TERMINUS",,1,1,FALSE,,
QD,MOB,71,0.0221,4.1023,"MORETONHAMPSTEAD BRANCH",,1,0,FALSE,,
QD,MWB,72,0.011,2.132,"MARLOW BRANCH",,1,0,FALSE,,
QD,NDN,73,179.0605,211.0682,"NORTH DEVON LINE",,1,0,FALSE,,
QD,NEW,74,282.0356,302.1078,"NEWQUAY BRANCH",,1,0,FALSE,,
QD,ONJ1,75,30.1122,30.1205,"(CLOSED) OXFORD NORTH JNC. - NEW JNC. TO MILEAGE CHANGE",,1,1,FALSE,,
QD,ONJ2,76,63.1628,64,"(CLOSED) OXFORD NORTH JNC. - NORTH JNC. TO MILEAGE CHANGE",,1,1,FALSE,,
QD,OOC1,109,2.1377,2.1711,"OLD OAK COMMON NO. 1 YARD",,1,0,FALSE,,
QD,OOC2,110,2.1503,3,"OLD OAK COMMON NO. 2 YARD",,1,0,FALSE,,
QD,OWW,77,66.07,111.1759,"WOLVERCOT JN - DUDLEY (OXFORD WORCESTER AND WOLVERHAMPTON LINE)",,1,0,FALSE,,
QD,OXD,111,27.1606,30.0216,"BLETCHLEY (FORMER BAY PLATFORM) - OXFORD N JN (OXFORD BRANCH) - REWLEY ROAD",,1,0,FALSE,,
QD,PAC,78,-0.0046,0.092,"PATCHWAY CURVE",,1,0,FALSE,,
QD,PAR,79,281.1258,282.0554,"PAR LOOP - PAR TO ST BLAZEY JUNCTION",,1,0,FALSE,,
QD,PBY,80,126.066,126.0748,"ROYAL PORTBURY DOCKS",,1,0,FALSE,,
QD,PGZ,81,0.0467,2.1331,"(CLOSED) PADDINGTON GOODS",,1,1,FALSE,,
QD,PLO,82,0,0.0768,"PLYMOUTH LOOP NO 1",,1,0,FALSE,,
QD,POD,83,120.0617,126.0856,"PORTISHEAD BRANCH",,1,0,FALSE,,
QD,POW,84,0,0.066,"(CLOSED) PORTISHEAD WEST LOOP",,1,1,FALSE,,
QD,PRF,85,0,0.0891,"PARK ROYAL FREIGHT DEPOT",,1,1,FALSE,,
QD,PRL,86,4.0176,4.1408,"PARK ROYAL GOODS <FORMERLY PRG>",,1,1,FALSE,,
QD,PRY,87,0,0.0805,"PARK ROYAL YARD (GUINNESS BREWERY)",,1,0,FALSE,,
QD,RET,37,0,4.0013,"RETEW BRANCH",,1,0,FALSE,,
QD,RFR,120,36.0551,36.1621,"READING FEEDER LINES",,1,0,FALSE,,
QD,RLL,150,35.0836,35.1344,"Reading Low Level Lines",,1,0,FALSE,,
QD,RNJ,112,68.0022,68.0767,"READING SPUR JN <SR> TO READING NEW JN <WR>",,1,0,FALSE,,
QD,ROJ,38,0,0.0616,"(CLOSED) READING OLD JUNCTION",,1,1,FALSE,,
QD,RTC,149,36.0307,37.0843,"READING TRAINCARE DEPOT",READING,1,0,FALSE,,
QD,RTR1,113,36.0797,36.141,"READING TRIANGLE DMU SIDINGS",,1,0,FALSE,,
QD,RTR2,114,36.058,36.1555,"READING TRIANGLE (LOCO. DEPOT)",,1,0,FALSE,,
QD,RWC,115,-0.0042,0.0957,"READING WEST CURVE",,1,0,FALSE,,
QD,SAL,116,110.0085,115.088,"WESTBURY SOUTH JN <WR> - WILTON JN <SR> 132.1474-134 MP CLOSED LINE",,1,0,FALSE,,
QD,SAW,39,0.0088,3.0983,"SEVERN & WYE LINE",,1,0,FALSE,,
QD,SBX,40,249.1738,250.033,"ST. BUDEAUX JUNCTION",,1,1,FALSE,,
QD,SDP,117,77.0142,77.0207,"SWINDON LOCO DEPOT & STORES",,1,0,FALSE,,
QD,SDS,41,288.0117,293.1313,"ST DENNIS BRANCH",,1,0,FALSE,,
QD,SDZ,42,289.1584,290.143,"(CLOSED) ST. DENNIS BRANCH (ABANDONED PORTION)",,1,1,FALSE,,
QD,SIV,43,320.1694,325.0286,"ST IVES BRANCH",,1,0,FALSE,,
QD,SNT,118,76.0494,77.0231,"SWINDON TRANSFER YARD",,1,0,FALSE,,
QD,SRZ,44,1,1.165,"(CLOSED) STAPLETON ROAD GOODS LINE",,1,1,FALSE,,
QD,SSS,130,3.0983,3.1365,"SHARPNESS DOCK SOUTH BRANCH",,1,0,FALSE,,
QD,STA,119,13.0645,15.1729,"STAINES BRANCH",,1,0,FALSE,,
QD,STD,131,-0.0265,2.1516,"STRATFORD BRANCH",,1,0,FALSE,,
QD,STE,132,0,0.055,"(CLOSED) STONEYCOMBE <FORMERLY STY>",,1,1,FALSE,,
QD,STZ,133,0,2.1254,"(CLOSED) STOVER CANAL",,1,1,FALSE,,
QD,SUT1,134,243.1474,244.0981,"SUTTON HARBOUR BRANCH",,1,0,FALSE,,
QD,SUT2,135,244.0895,244.1311,"SUTTON HARBOUR BRANCH",,1,0,FALSE,,
QD,SVS,136,11.1399,12.1452,"SEVERNSIDE WORKS",,1,1,FALSE,,
QD,SWB,137,83.0132,112.1671,"SOUTH WALES AND BRISTOL DIRECT",,1,0,FALSE,,
QD,SWM1,138,77.0717,106.1629,"SOUTH WALES MAIN LINE",,1,0,FALSE,,
QD,SWM2,139,113.0161,129,"SOUTH WALES MAIN LINE (GLOUCESTER YD JN - NEYLAND)",,1,0,FALSE,,
QD,SWY,121,81.0418,95.0727,"STERT AND WESTBURY LINE PATNEY AND CHIRTON TO WESTBURY",,1,0,FALSE,,
QD,TCW,140,162.1258,163.0088,"TAUNTON CONCRETE WORKS",,1,1,FALSE,,
QD,THA,122,16.011,18.1164,"THAME BRANCH",,1,0,FALSE,,
QD,THO,141,-0.006,6.0517,"THORNBURY BRANCH",,1,0,FALSE,,
QD,TJY,142,242.0915,243.0055,"THORNE NORTH STN COM - GILBERDYKE  {MILEAGE RUNS IN OPPOSITE DIRECTION}",,1,0,FALSE,,
QD,TOR,143,214.0761,223.0062,"TORBAY BRANCH",,1,0,FALSE,,
QD,TUR,144,0,0.0953,"TURNCHAPEL BRANCH",,1,0,FALSE,,
