QK,ACR,7,56.049,85.1496,"ASHFORD 'E' JN - RAMSGATE VIA CANTERBURY WEST",,1,0,FALSE,,
QK,AGW,8,0,0.1063,"ANGERSTEIN JN - ANGERSTEIN WHARF",,1,0,FALSE,,
QK,AHG,9,2.0968,2.1096,"NINE ELMS JN - LINFORD STREET JN.",,1,0,FALSE,,
QK,APL,10,64.1283,74.0088,"APPLEDORE JN - LYDD TOWN (GOODS LINE)",,1,0,FALSE,,
QK,ATH,11,56.0347,82.0714,"ASHFORD'D' JN - HASTINGS",,1,0,FALSE,,
QK,ATL,12,3.121,7.077,"PECKHAM RYE (ATLANTIC LINE) - BATTERSEA PARK JN",,1,0,FALSE,,
QK,BAY,13,1.0275,1.1386,"BRICKLAYERS ARMS BRANCH (CLOSED BUT PART STILL IN POSITION)",,1,0,FALSE,,
QK,BBJ,14,4.1518,11.1408,"BALHAM JN - BECKENHAM JN",,1,0,FALSE,,
QK,BBR,15,22.077,25.1667,"BARNHAM JN - BOGNOR REGIS",,1,0,FALSE,,
QK,BEX,16,5.1203,15.0792,"ST JOHNS JN - CRAYFORD CREEK JN VIA BEXLEYHEATH",,1,0,FALSE,,
QK,BJN1,17,9.0801,9.154,"BROMLEY JN - NORWOOD JN (UP CRYSTAL PALACE LINE)",,1,0,FALSE,,
QK,BJN2,18,9.1056,9.165,"BROMLEY JN - NORWOOD JN (DOWN CRYSTAL PALACE LINE)",,1,0,FALSE,,
QK,BLI1,19,0,19.0532,"BRIGHTON (WEST COAST) - LITTLEHAMPTON JN",,1,0,FALSE,,
QK,BLI2,20,60.1271,62.0066,"LITTLEHAMPTON JN - LITTLEHAMPTON STN",,1,0,FALSE,,
QK,BME1,21,-0.0066,0.0556,"MINSTER EAST JN - MINSTER SOUTH JN",,1,0,FALSE,,
QK,BME2,22,82.0402,99.0116,"MINSTER SOUTH JN - BUCKLAND JN",,1,0,FALSE,,
QK,BMJ,23,0.1375,1.0374,"BLACKFRIARS JN - METROPOLITAN JN",,1,0,FALSE,,
QK,BNG,24,8.1584,10.1034,"GROVE PARK JN - BROMLEY NORTH",,1,0,FALSE,,
QK,BPJ,131,49.1671,50.079,"LOVERS WALK DEPOT",,1,0,FALSE,,
QK,BSF,25,0.1567,1.1368,"BATTERSEA PIER TO FACTORY JUNCTION",,1,0,FALSE,,
QK,BSP1,26,0.1588,1.1295,"BATTERSEA PIER JN - LONGHEDGE ""A"" JN VIA STEWARTS LANE",,1,0,FALSE,,
QK,BSP2,27,1.1425,2.044,"LONGHEDGE ""B"" JN - POUPARTS JN",,1,0,FALSE,,
QK,BTC,28,7.0292,8.1355,"BLACKHEATH JN - CHARLTON JN",,1,0,FALSE,,
QK,BTH1,29,1.1078,13.099,"SOUTH BERMONDSEY JN - SUTTON JN",,1,0,FALSE,,
QK,BTH2,30,14.1452,17.0726,"SUTTON JN - EPSOM JN",,1,0,FALSE,,
QK,BTH3,31,21.0198,35.0924,"EPSOM JN - HORSHAM JN",,1,0,FALSE,,
QK,BTL,32,0,8.0176,"BRIGHTON (EAST COAST) - LEWES JN",,1,0,FALSE,,
QK,CAT,33,3.0176,10.1606,"BRIXTON JN - SHORTLANDS JN (CATFORD LOOP)",,1,0,FALSE,,
QK,CBM,34,0,0.0836,"CANNON STREET - BOROUGH MARKET JN",,1,0,FALSE,,
QK,CJA1,35,36.0737,37.001,"COPYHOLD - HAYWARDS HEATH (ARDINGLY BRANCH)",,1,0,FALSE,,
QK,CJA2,36,0,1.0308,"COPYHOLD - ARDINGLY",,1,0,FALSE,,
QK,CJL,37,0.1034,0.1472,"LUDGATE JN - LATCHMERE JN NO 2",,1,0,FALSE,,
QK,CKL,38,1.1504,2.1171,"CULVERT ROAD JN - LATCHMERE JN",,1,0,FALSE,,
QK,CLA9,39,54.1661,55.0467,"CHART LEACON ASHFORD DEPOT (ROADS 10 - 18)",,1,0,FALSE,,
QK,CMJ,40,3.0121,6.018,"MITCHAM SOUTH JN - WEST CROYDON",,1,1,FALSE,,
QK,CRA,41,16.0242,16.0894,"CRAYFORD SPUR B JN - CRAYFORD SPUR A JN",,1,0,FALSE,,
QK,CSM1,42,11.0726,11.1562,"CHISLEHURST JN - ST.MARY CRAY (REVERSABLE CHATHAM LOOP)",,1,0,FALSE,,
QK,CSM2,43,11.0722,11.1447,"CHISLEHURST JN - HAWKWOOD JN (UP CHATHAM LOOP CHISLEHURST END)",,1,0,FALSE,,
QK,CSM3,44,11.1522,12.0667,"HAWKWOOD JN - ST. MARY CRAY JN (UP CHATHAM LOOP)",,1,0,FALSE,,
QK,CSW,45,1.0728,1.1322,"METROPOLITAN JN - CANNON STREET SOUTH JN",,1,0,FALSE,,
QK,CYD,46,0,0.1254,"GILLINGHAM - CHATHAM DOCKYARD",,1,0,FALSE,,
QK,ELL1,106,0.025,6.0042,"DALSTON - NEW CROSS GATE",,1,0,FALSE,,
QK,ELL4,132,2.0523,2.0693,"NR / RFL BOUNDARY TO OLD KENT ROAD (FROM SILWOOD JCN)",,1,0,FALSE,,
QK,ESJ,1,22.0462,22.0926,"EBBSFLEET TO SPRINGHEAD JUNCTION",,1,0,FALSE,,
QK,FDM,2,52.0154,77.1656,"FAVERSHAM TO DOVER MARINE JN",,1,0,FALSE,,
