"ELR_ZONE","ELR","ELR_SYSID","ELR_STARTMILES","End Mileage","ELR_DESCRIPTION","ELR_SUBZONE","ELR_DRNMOD","ELR_STATUS"," ELR_INCLUDE","ELR_SMA","ELR_ELECTRIFICATION"
"QC","LJT2","0","0.0000","25.0858","BALA - TRAWSFYNYDD CEGB SDG - BLAENAU FFESTINIOG","HCJ7","","","false","",""
"QC","LLA","4290","-0.0161","18.0535","LLANDEILO LINE","HCJ6","","","false","",""
"QC","LLJ","2428","-0.0015","3.0356","LLANDUDNO JUNCTION - LLANDUDNO","HCJ7","","","false","",""
"QC","LLY","4579","214.1439","215.0120","LANDORE LOCOMOTIVE YARD","HCJ6","","","false","",""
"QC","LTR","0","0.0000","5.0616","LLANTRISANT BRANCH","HCJ6","","","false","",""
"QC","MAI","997","41.0597","41.1430","MAINDEE EAST LOOP","HCJ6","","","false","",""
"QC","MCS","0","199.0660","199.0695","MARGAM CRIPPLE AND HOLDING SIDINGS","HCJ6","","","false","",""
"QC","MIL","1000","280.1547","284.1555","MILFORD HAVEN BRANCH","HCJ6","","","false","",""
"QC","MLS","0","198.0752","199.0660","MARGAM LOCO AND SORTING SIDINGS","HCJ6","","","false","",""
"QC","MMZ","0","0.0000","1.1276","MAESYMARCHOG BRANCH (ONLLWYN)","HCJ6","","","false","",""
"QC","MOA","4357","0.0000","0.0840","MOUNTAIN ASH LOOP","HCJ8","","","false","",""
"QC","MRJ","4584","198.1416","199.0451","MARGAM MOORS JUNCTION","HCJ6","","","false","",""
"QC","MWY","0","0.0000","1.0081","MWYNDY BRANCH","HCJ6","","","false","",""
"QC","MWZ","0","0.0000","0.0286","MONDS WORKS LOOP (CLYDACH)","HCJ6","","","false","",""
"QC","MYL","0","197.0898","199.0682","MARGAM YARD LINE","HCJ6","","","false","",""
"QC","NAB","4359","0.0020","10.0180","NEATH AND BRECON LINE","HCJ6","","","false","",""
"QC","NAN","0","0.0000","2.0513","NANTGARW BRANCH","HCJ6","","","false","",""
"QC","NEL","0","0.0000","0.1010","JERSEY MARINE NORTH LOOP OR NEATH LOOP","HCJ6","","","false","",""
"QC","NLL","4367","159.1184","160.0411","NEWPORT LOW LEVEL LOOP","HCJ6","","","false","",""
"QC","NLO","0","0.0352","0.1276","NEWPORT LOW LEVEL LOOP NO.1","HCJ6","","","false","",""
"QC","NLP","0","2.1690","3.0752","NEWLANDS LOOP","HCJ6","","","false","",""
"QC","NML","0","160.0411","160.0587","NEWPORT MONMOUTHSHIRE LOOP","HCJ6","","","false","",""
"QC","NNM","0","0.0000","0.0270","NEWPORT NEUTRAL MILE","HCJ6","","","false","",""
"QC","NPF","4368","283.0224","287.1144","NORTH PEMBROKESHIRE & FISHGUARD LINE","HCJ6","","","false","",""
"QC","NWL","0","-0.0013","0.0722","NEWPORT WATERLOO LOOP","HCJ6","","","false","",""
"QC","NWN","4370","0.0008","0.1224","NEWPORT WESTERN LOOP","HCJ6","","","false","",""
"QC","OGM","6063","0.0000","0.0535","OGMORE VALLEY BRANCH","HCJ6","","","false","",""
"QC","OVE","3287","0.0000","7.0902","OGMORE VALE EXTENSION LINE","HCJ6","","","false","",""
"QC","PEM","921","258.1496","286.0574","PEMBROKE & TENBY LINE","HCJ6","","","false","",""
"QC","PHB","0","0.1536","2.0044","PENARTH HARBOUR BRANCH","HCJ6","","","false","",""
"QC","POR","4373","0.0000","2.0965","PORTHCAWL BRANCH","HCJ6","","","false","",""
"QC","PSR","0","0.0000","8.0000","GARTH WOOD(disused)","HCJ7","","","false","",""
"QC","PTA","4385","13.0902","15.0022","PENALLTA BRANCH","HCJ8","","","false","",""
"QC","PTD","4591","0.1232","0.1540","PORT TALBOT DOCKS BRANCH","HCJ6","","","false","",""
