QG,HGJ2,1,"Peterborough MDU"
QG,HGJ3,2,"Doncaster MDU"
QG,HGJ4,3,"Sheffield MDU"
QG,HGJ5,4,"Middlesbrough MDU"
QG,HGJ6,5,"Leeds MDU"
QG,HGJ7,6,"York MDU"
QG,HGJ8,7,"Newcastle MDU"
QG,HGJ9,8,"Darlington MDU"
